pairID,b1 biomass,b2 biomass,crossfed mets,runtime (min),converged
44__812,0.026575256423784277,0.04166254276220428,"{'b1_EX_btn(e)': [-0.17895415723455854, 6971, 9750, ['0', '1']], 'b1_EX_ddca(e)': [-0.34947458708998824, 7287, 7760, ['0', '1']], 'b1_EX_fol(e)': [-0.044139853507210836, 5499, 9704, ['1', '0']], 'b1_EX_for(e)': [15.66975579821313, 39, 76, ['0', '1']], 'b1_EX_his_L(e)': [0.011319363487365647, 4502, 7534, ['1', '0']], 'b1_EX_leu_L(e)': [-0.11623682612953194, 8546, 8625, ['0', '1']], 'b1_EX_met_L(e)': [0.488941228866258, 638, 1144, ['1', '0']], 'b1_EX_nac(e)': [-0.11284482732881795, 6204, 9669, ['1', '0']], 'b1_EX_phe_L(e)': [0.4564298430258027, 2337, 2869, ['1', '0']], 'b1_EX_pnto_R(e)': [-0.12850595728822273, 6536, 9983, ['1', '0']], 'b1_EX_pro_L(e)': [0.1379958610039605, 2277, 3728, ['0', '1']], 'b1_EX_ribflv(e)': [-0.12939163263814524, 6324, 9858, ['1', '0']], 'b1_EX_thm(e)': [-0.09069661978421972, 6117, 9996, ['1', '0']]}",1.239337193965912,True
55__67,0.023613559525626847,0.026764316497349644,"{'b1_EX_adocbl(e)': [-0.006724374415245593, 5067, 10000, ['1', '0']], 'b1_EX_cbl1(e)': [-0.009499901928205434, 5112, 10000, ['0', '1']], 'b1_EX_cys_L(e)': [0.9826873992558924, 956, 1832, ['0', '1']], 'b1_EX_dad_2(e)': [-0.34555548558541704, 9294, 9512, ['1', '0']], 'b1_EX_dcyt(e)': [-0.2220231449501104, 7005, 7987, ['0', '1']], 'b1_EX_dgsn(e)': [-0.14332059047910362, 6886, 8808, ['0', '1']], 'b1_EX_for(e)': [1.4795332260227325, 1226, 1242, ['0', '1']], 'b1_EX_met_L(e)': [-0.019752220052977942, 6482, 8099, ['1', '0']], 'b1_EX_nac(e)': [-0.022396565156974357, 5250, 9505, ['0', '1']], 'b1_EX_pydam(e)': [-0.035356979085943485, 5322, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.02615994657138554, 5262, 9999, ['0', '1']], 'b1_EX_pydxn(e)': [-0.04116285255159363, 5433, 10000, ['0', '1']], 'b1_EX_sheme(e)': [-0.156713034636969, 6523, 9806, ['0', '1']], 'b1_EX_thymd(e)': [0.11468939618760393, 4071, 7332, ['0', '1']], 'b1_EX_uri(e)': [-0.2809297169012126, 4460, 5379, ['0', '1']]}",1.291867450873057,True
55__72,0.023209387184289915,0.030541235222998973,"{'b1_EX_12dgr180(e)': [-0.7699772475860974, 9627, 9691, ['0', '1']], 'b1_EX_ac(e)': [3.6863576241211775, 137, 148, ['1', '0']], 'b1_EX_adocbl(e)': [-0.04560213711678884, 5463, 10000, ['0', '1']], 'b1_EX_cbl1(e)': [-0.047727630860710524, 5486, 10000, ['0', '1']], 'b1_EX_cys_L(e)': [0.7064349617499898, 1746, 2823, ['0', '1']], 'b1_EX_hdca(e)': [-0.01758847681696188, 3501, 6232, ['1', '0']], 'b1_EX_met_L(e)': [-0.006805983170094254, 4972, 9474, ['0', '1']], 'b1_EX_nac(e)': [-0.0024986480627425256, 5029, 9940, ['0', '1']], 'b1_EX_ocdca(e)': [-0.10475765720981217, 9620, 9810, ['1', '0']], 'b1_EX_sheme(e)': [-0.16600417061291495, 7072, 9909, ['1', '0']], 'b1_EX_spmd(e)': [-0.012386645937697172, 5120, 9991, ['0', '1']]}",1.29429292678833,True
395__503,0.04895004057753195,0.12089406042674421,"{'b1_EX_adocbl(e)': [-0.07228727488419151, 5843, 10020, ['0', '1']], 'b1_EX_cbl1(e)': [-0.07670591909398161, 5934, 10020, ['1', '0']], 'b1_EX_indole(e)': [0.06398636126222079, 4334, 7239, ['1', '0']], 'b1_EX_nac(e)': [-0.03266923871944977, 5324, 8904, ['1', '0']], 'b1_EX_ocdca(e)': [0.022372894638540128, 4160, 6397, ['1', '0']], 'b1_EX_pydam(e)': [-0.021464423995149584, 5367, 10020, ['0', '1']], 'b1_EX_pydx(e)': [-0.17089881199479556, 7298, 10018, ['1', '0']], 'b1_EX_pydxn(e)': [-0.1704691481170857, 7297, 10015, ['1', '0']], 'b1_EX_spmd(e)': [-0.009902548625489838, 5180, 10016, ['1', '0']], 'b1_EX_thymd(e)': [0.6574439250198474, 1155, 1996, ['1', '0']]}",4.081768067677816,True
55__78,0.019876961572883593,0.02348996562756365,"{'b1_EX_adocbl(e)': [-0.014572764077042222, 5188, 10000, ['1', '0']], 'b1_EX_arg_L(e)': [-0.06971482286089328, 7413, 8583, ['0', '1']], 'b1_EX_cbl1(e)': [-0.03365050391076502, 5502, 10000, ['0', '1']], 'b1_EX_cys_L(e)': [-0.7678092193885893, 9981, 9981, ['1', '0']], 'b1_EX_dad_2(e)': [0.03210860167720686, 4552, 8810, ['0', '1']], 'b1_EX_dcyt(e)': [0.028133600234010014, 4292, 5960, ['0', '1']], 'b1_EX_dgsn(e)': [-0.00933704319361589, 5127, 9692, ['0', '1']], 'b1_EX_met_L(e)': [0.011334939172989666, 4441, 6699, ['1', '0']], 'b1_EX_nac(e)': [-0.029085737450645743, 5407, 9718, ['0', '1']], 'b1_EX_ocdca(e)': [-0.005144816315235806, 5271, 9785, ['0', '1']], 'b1_EX_pydam(e)': [-0.0058611298668296286, 5078, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.01531766543439661, 5235, 9998, ['0', '1']], 'b1_EX_pydxn(e)': [-0.01794143502780715, 5295, 10000, ['0', '1']], 'b1_EX_sheme(e)': [-0.00907283211934684, 5123, 10000, ['0', '1']], 'b1_EX_spmd(e)': [-0.017496919231795527, 5259, 9995, ['0', '1']], 'b1_EX_thymd(e)': [0.023222691868128753, 4803, 8321, ['0', '1']], 'b1_EX_ttdca(e)': [-0.00013516989035180366, 4866, 9110, ['1', '0']]}",1.3277024467786154,True
55__104,0.034030289317354176,0.03197828912717185,"{'b1_EX_cys_L(e)': [0.7053075133198721, 1536, 2708, ['0', '1']], 'b1_EX_for(e)': [7.139095111160475, 314, 382, ['1', '0']], 'b1_EX_met_L(e)': [-0.011046208050126113, 5257, 9651, ['0', '1']], 'b1_EX_nac(e)': [-0.06583739106032327, 5779, 9838, ['0', '1']], 'b1_EX_pydam(e)': [-0.08821701883913552, 6058, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.08520106429414337, 6193, 9998, ['0', '1']], 'b1_EX_pydxn(e)': [-0.11012565578251063, 6341, 10000, ['0', '1']]}",1.266847515106201,True
55__118,0.026045980940557482,0.04444562345871188,"{'b1_EX_12dgr180(e)': [-0.6307224838323724, 9825, 9954, ['0', '1']], 'b1_EX_ac(e)': [3.9396562616719937, 93, 125, ['1', '0']], 'b1_EX_cys_L(e)': [0.7317088179800904, 1030, 1964, ['1', '0']], 'b1_EX_dad_2(e)': [0.03454321499441715, 4524, 8587, ['0', '1']], 'b1_EX_dgsn(e)': [-0.029408590899546283, 5357, 9352, ['0', '1']], 'b1_EX_met_L(e)': [-0.012190481580525034, 5175, 9319, ['0', '1']], 'b1_EX_nac(e)': [-0.054362387908685306, 5618, 9243, ['0', '1']], 'b1_EX_pydam(e)': [-0.07843896799578656, 5971, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.10489991353262113, 6210, 9990, ['0', '1']], 'b1_EX_pydxn(e)': [-0.10111355893562463, 6232, 10000, ['0', '1']], 'b1_EX_sheme(e)': [-0.08739082633787981, 6003, 9991, ['0', '1']], 'b1_EX_spmd(e)': [-0.0980178694415641, 6124, 9991, ['0', '1']], 'b1_EX_thymd(e)': [0.06994367274914953, 4416, 7469, ['0', '1']]}",1.2897950569788614,True
395__502,0.05001349533351368,0.13242186564015807,"{'b1_EX_adocbl(e)': [-0.39938744205248067, 8718, 9340, ['1', '0']], 'b1_EX_cbl1(e)': [-0.3066883866469266, 8724, 9663, ['1', '0']], 'b1_EX_indole(e)': [-0.42056044260998693, 8753, 9282, ['1', '0']], 'b1_EX_nac(e)': [0.041718463699267294, 4495, 8685, ['1', '0']], 'b1_EX_orn(e)': [-0.3408770244347588, 8427, 8761, ['1', '0']], 'b1_EX_pydam(e)': [-0.01581517096554308, 5247, 10020, ['0', '1']], 'b1_EX_pydx(e)': [-0.015606122469253636, 5206, 10011, ['1', '0']], 'b1_EX_pydxn(e)': [-0.02477216192407672, 5359, 10007, ['1', '0']], 'b1_EX_spmd(e)': [-0.009118872236056952, 5132, 10017, ['0', '1']], 'b1_EX_thymd(e)': [0.8364553859212578, 1443, 2109, ['1', '0']], 'b1_EX_ura(e)': [-0.8737460179973618, 4691, 4708, ['1', '0']]}",4.646297462781271,True
55__119,0.022525765189069846,0.02608715465424856,"{'b1_EX_12dgr180(e)': [-0.6815651253708908, 9813, 9991, ['0', '1']], 'b1_EX_adocbl(e)': [-0.12257989834031124, 6262, 10000, ['0', '1']], 'b1_EX_cbl1(e)': [-0.1831046245589395, 6710, 10000, ['0', '1']], 'b1_EX_cys_L(e)': [0.6369463874724108, 2102, 3170, ['0', '1']], 'b1_EX_dcyt(e)': [-0.011338391800940095, 4433, 7064, ['0', '1']], 'b1_EX_for(e)': [1.128397417992077, 1665, 1804, ['1', '0']], 'b1_EX_nac(e)': [-0.21274228718192123, 6888, 9928, ['0', '1']], 'b1_EX_ocdca(e)': [-0.031699721585178774, 6820, 9866, ['0', '1']], 'b1_EX_pydam(e)': [-0.16079180791644443, 6687, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.17498360301286736, 6822, 9996, ['0', '1']], 'b1_EX_pydxn(e)': [-0.17505139575444684, 6824, 10000, ['0', '1']], 'b1_EX_sheme(e)': [-0.15154902328959718, 6543, 9997, ['0', '1']], 'b1_EX_spmd(e)': [-0.17329980120158237, 6814, 9998, ['0', '1']]}",1.3635237216949463,True
55__123,0.026958001513250056,0.003209940264618437,"{'b1_EX_ac(e)': [0.3064307438858637, 3317, 3443, ['0', '1']], 'b1_EX_hdca(e)': [-0.04340970558605081, 7475, 9404, ['1', '0']], 'b1_EX_met_L(e)': [-0.011389130488863745, 5457, 9737, ['0', '1']], 'b1_EX_nac(e)': [-0.0027547346069960454, 5033, 9909, ['1', '0']], 'b1_EX_ocdca(e)': [-0.030030303708819303, 7408, 8942, ['0', '1']], 'b1_EX_pydx(e)': [-0.04398733948507283, 5582, 10000, ['1', '0']], 'b1_EX_spmd(e)': [-0.04781530563363234, 5705, 9997, ['1', '0']], 'b1_EX_ttdca(e)': [0.00258002882152893, 4373, 7954, ['0', '1']]}",0.9980766336123149,True
55__129,0.02254194415146701,0.005718502454308714,"{'b1_EX_ac(e)': [0.9544865714821109, 1474, 1614, ['0', '1']], 'b1_EX_cys_L(e)': [0.4875749980137432, 2415, 3107, ['0', '1']], 'b1_EX_for(e)': [-0.18867058215059324, 6843, 6843, ['1', '0']], 'b1_EX_hdca(e)': [-0.07975195954207517, 7762, 9449, ['0', '1']], 'b1_EX_met_L(e)': [-0.014787464361607834, 5730, 9718, ['0', '1']], 'b1_EX_nac(e)': [-0.15254360891107757, 7161, 9906, ['0', '1']], 'b1_EX_ocdca(e)': [-0.020063936243450896, 6524, 7118, ['1', '0']], 'b1_EX_pydx(e)': [-0.10456936939215933, 6587, 9999, ['0', '1']], 'b1_EX_ttdca(e)': [-0.004444519335531298, 4969, 8639, ['1', '0']]}",1.28791241645813,True
395__489,0.0342508428014012,0.019931244427879694,"{'b1_EX_ac(e)': [1.0956865142116463, 1908, 1910, ['1', '0']], 'b1_EX_acgam(e)': [-0.04051400732214727, 5499, 9798, ['0', '1']], 'b1_EX_acnam(e)': [-0.05846579043737893, 5794, 10020, ['0', '1']], 'b1_EX_cys_L(e)': [0.6270199170239723, 850, 870, ['0', '1']], 'b1_EX_for(e)': [2.785857605552878, 403, 407, ['1', '0']], 'b1_EX_fuc_L(e)': [-0.006478887820932089, 5581, 10020, ['0', '1']], 'b1_EX_met_L(e)': [0.021234230746906016, 3958, 6556, ['1', '0']], 'b1_EX_nac(e)': [-0.05422301983373573, 5678, 9696, ['1', '0']], 'b1_EX_phe_L(e)': [-0.0556439557951256, 5697, 8539, ['1', '0']], 'b1_EX_pydx(e)': [-0.005118411088921859, 5078, 10018, ['1', '0']], 'b1_EX_pydxn(e)': [-0.005060886301507028, 5080, 10019, ['1', '0']], 'b1_EX_ribflv(e)': [-0.030491763292254948, 5463, 9915, ['0', '1']], 'b1_EX_spmd(e)': [-0.0015030676157178902, 5025, 10017, ['0', '1']], 'b1_EX_ura(e)': [-0.10521568590963426, 5375, 6598, ['0', '1']]}",3.9623849868774412,True
55__131,0.04992949600131772,0.15942890648113117,"{'b1_EX_cys_L(e)': [0.43031201818422804, 2234, 2546, ['0', '1']], 'b1_EX_met_L(e)': [-0.04975367556672482, 6903, 8622, ['0', '1']], 'b1_EX_nac(e)': [-0.16868169687521364, 6899, 9727, ['0', '1']], 'b1_EX_pydam(e)': [-0.2327032922718527, 7566, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.25374566234689244, 7669, 9969, ['0', '1']], 'b1_EX_pydxn(e)': [-0.2732287412437946, 7733, 10000, ['0', '1']]}",1.825569999217987,True
395__484,0.06958658138450399,0.09334640421307902,"{'b1_EX_2dmmq8(e)': [-0.5979547562272022, 9368, 9527, ['1', '0']], 'b1_EX_ac(e)': [1.5330718389833993, 2219, 2219, ['1', '0']], 'b1_EX_ade(e)': [-0.28374454656181924, 6348, 6734, ['1', '0']], 'b1_EX_adocbl(e)': [-0.005724576368209056, 5096, 10020, ['1', '0']], 'b1_EX_cbl1(e)': [-0.019915467053246594, 5346, 10020, ['0', '1']], 'b1_EX_cys_L(e)': [-0.5810374578927174, 9756, 9792, ['0', '1']], 'b1_EX_fol(e)': [-0.012714543907022258, 5169, 8717, ['0', '1']], 'b1_EX_gua(e)': [0.31509418976542414, 3530, 3636, ['1', '0']], 'b1_EX_mqn8(e)': [0.121860385371722, 3465, 6820, ['0', '1']], 'b1_EX_nac(e)': [0.019357274061280544, 4863, 8617, ['0', '1']], 'b1_EX_phe_L(e)': [0.013018082909865336, 4864, 7761, ['0', '1']], 'b1_EX_pydam(e)': [-0.12734802254612476, 7000, 10020, ['0', '1']], 'b1_EX_pydx(e)': [-0.06046857134860539, 6178, 10005, ['0', '1']], 'b1_EX_pydxn(e)': [-0.07899190255503635, 5913, 10019, ['0', '1']], 'b1_EX_q8(e)': [-0.09763469628840826, 6610, 10010, ['0', '1']], 'b1_EX_ribflv(e)': [-0.00010057372789440411, 5011, 8846, ['0', '1']], 'b1_EX_sheme(e)': [-0.03723325357733637, 5599, 10006, ['0', '1']], 'b1_EX_spmd(e)': [-0.09159214035172925, 6149, 10009, ['0', '1']], 'b1_EX_thm(e)': [-0.10393535251270658, 6567, 10004, ['0', '1']], 'b1_EX_thymd(e)': [0.048936562395148986, 4568, 6511, ['0', '1']], 'b1_EX_ura(e)': [-0.2974818376830815, 6775, 6821, ['0', '1']]}",2.203021474679311,True
55__141,0.04147840601423817,0.0843098204132372,"{'b1_EX_adocbl(e)': [-0.0613893368883654, 5872, 10000, ['0', '1']], 'b1_EX_cbl1(e)': [-0.1434307329913182, 6904, 10000, ['0', '1']], 'b1_EX_dad_2(e)': [0.3102414030887065, 2104, 3499, ['0', '1']], 'b1_EX_dcyt(e)': [-0.44525371560226773, 7003, 7328, ['1', '0']], 'b1_EX_dgsn(e)': [-0.5098666740489897, 9830, 9862, ['1', '0']], 'b1_EX_indole(e)': [-0.19981985961923432, 7184, 8619, ['0', '1']], 'b1_EX_met_L(e)': [-0.13968347170699436, 9889, 9900, ['1', '0']], 'b1_EX_nac(e)': [-0.012131837518605026, 5139, 8975, ['0', '1']], 'b1_EX_ocdca(e)': [0.023649831282592404, 4059, 6873, ['0', '1']], 'b1_EX_pydam(e)': [-0.04416588156985868, 5517, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.032915816464046344, 5429, 9994, ['0', '1']], 'b1_EX_pydxn(e)': [-0.0426787191716837, 5547, 9995, ['0', '1']], 'b1_EX_spmd(e)': [-0.04468078758523364, 5548, 9993, ['0', '1']], 'b1_EX_thymd(e)': [0.43789391992334387, 2219, 3842, ['1', '0']]}",2.325432268778483,True
55__143,0.027057215243063433,0.03559195990041826,"{'b1_EX_12dgr180(e)': [-0.6001818335262814, 9599, 9771, ['0', '1']], 'b1_EX_ac(e)': [2.5545693682373587, 943, 943, ['1', '0']], 'b1_EX_cys_L(e)': [0.7385455131352936, 1173, 1756, ['0', '1']], 'b1_EX_for(e)': [0.15853137748833562, 3669, 5331, ['0', '1']], 'b1_EX_hdca(e)': [-0.03067541517868544, 3395, 5717, ['1', '0']], 'b1_EX_indole(e)': [0.05313723652949098, 4305, 8277, ['1', '0']], 'b1_EX_met_L(e)': [-0.009614029756651626, 5155, 9539, ['1', '0']], 'b1_EX_nac(e)': [-0.017376012653475215, 5208, 9888, ['1', '0']], 'b1_EX_ocdca(e)': [-0.13275219844734854, 9933, 9975, ['1', '0']], 'b1_EX_spmd(e)': [-0.01208448825014885, 5140, 9998, ['0', '1']], 'b1_EX_ttdca(e)': [-0.015693461191246177, 4350, 6449, ['1', '0']]}",1.5817803462346396,True
55__150,0.017925999686177183,0.012391661189697306,"{'b1_EX_ac(e)': [2.7999845488118167, 37, 65, ['1', '0']], 'b1_EX_adocbl(e)': [-0.02729291455895827, 5361, 10000, ['1', '0']], 'b1_EX_arg_L(e)': [-0.11537966482889397, 9672, 9797, ['0', '1']], 'b1_EX_cbl1(e)': [-0.01871705524302364, 5203, 10000, ['0', '1']], 'b1_EX_cys_L(e)': [0.8504028517950355, 994, 1948, ['1', '0']], 'b1_EX_hdca(e)': [-0.09232314976253855, 8055, 8619, ['1', '0']], 'b1_EX_met_L(e)': [-0.0041806377304791364, 5011, 9733, ['1', '0']], 'b1_EX_nac(e)': [0.014570962197216597, 4854, 9344, ['1', '0']], 'b1_EX_ocdca(e)': [-0.030044704438523147, 7173, 8284, ['1', '0']], 'b1_EX_pydx(e)': [-0.02744479163986363, 5341, 9999, ['0', '1']], 'b1_EX_spmd(e)': [-0.017209966608864147, 5208, 9998, ['0', '1']], 'b1_EX_ttdca(e)': [-0.019648979470835416, 3420, 5691, ['1', '0']]}",1.1182506243387857,True
395__477,0.031820241342614235,0.01806130241987454,"{'b1_EX_acnam(e)': [-0.06217362585006042, 5609, 10020, ['1', '0']], 'b1_EX_ade(e)': [0.06910246085946442, 3803, 3846, ['0', '1']], 'b1_EX_csn(e)': [-0.013428092555654747, 5136, 10020, ['0', '1']], 'b1_EX_for(e)': [8.200928137721975, 112, 192, ['0', '1']], 'b1_EX_gua(e)': [0.6597231059055119, 711, 1240, ['0', '1']], 'b1_EX_lys_L(e)': [0.6285526718127608, 387, 497, ['1', '0']], 'b1_EX_nac(e)': [-0.0670994374670924, 5757, 9510, ['1', '0']], 'b1_EX_ocdca(e)': [-0.01713959883643343, 6063, 9829, ['1', '0']], 'b1_EX_phe_L(e)': [0.2901368232669533, 2979, 4343, ['1', '0']], 'b1_EX_pydam(e)': [-0.010106488801362945, 5087, 10020, ['0', '1']], 'b1_EX_pydx(e)': [-0.05952780637795568, 5695, 10018, ['1', '0']], 'b1_EX_pydxn(e)': [-0.04908044526897043, 5548, 10018, ['1', '0']], 'b1_EX_ribflv(e)': [-0.043495846907577684, 5433, 10012, ['1', '0']], 'b1_EX_sheme(e)': [-0.03868579015367524, 5435, 10020, ['1', '0']], 'b1_EX_thymd(e)': [0.06907554753109119, 4379, 5945, ['1', '0']], 'b1_EX_ura(e)': [-0.25082908931947623, 8103, 8745, ['1', '0']]}",4.219379436969757,True
55__152,0.0268080455733007,0.02703856944228722,"{'b1_EX_ac(e)': [3.629046780562478, 242, 392, ['1', '0']], 'b1_EX_cys_L(e)': [0.48219587018471, 2108, 3065, ['0', '1']], 'b1_EX_hdca(e)': [-0.01820109642345802, 3932, 6925, ['0', '1']], 'b1_EX_met_L(e)': [-0.02420573368889082, 6063, 9473, ['0', '1']], 'b1_EX_nac(e)': [-0.1922367774308536, 6790, 9920, ['0', '1']], 'b1_EX_ocdca(e)': [-0.00857905784155688, 4581, 6906, ['0', '1']], 'b1_EX_pydam(e)': [-0.22109553283610878, 7144, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.22671861574770663, 7149, 9999, ['0', '1']], 'b1_EX_pydxn(e)': [-0.23148461773138268, 7346, 10000, ['0', '1']], 'b1_EX_spmd(e)': [-0.22662837374304723, 7182, 10000, ['0', '1']]}",1.6391002734502156,True
55__164,0.019132600832690055,0.03585677890492282,"{'b1_EX_4hbz(e)': [-0.05000839887685282, 5572, 9999, ['0', '1']], 'b1_EX_arg_L(e)': [-0.10964215480333903, 9704, 9810, ['0', '1']], 'b1_EX_cit(e)': [-0.11714804178141547, 6331, 10000, ['0', '1']], 'b1_EX_cys_L(e)': [0.651308959639167, 1935, 2657, ['0', '1']], 'b1_EX_hdca(e)': [-0.021686697434697977, 5605, 9449, ['0', '1']], 'b1_EX_met_L(e)': [-0.010640035455347266, 5164, 9503, ['0', '1']], 'b1_EX_nac(e)': [-0.0004466961643242451, 5004, 9912, ['1', '0']], 'b1_EX_ocdca(e)': [0.0006023019534220353, 4969, 8689, ['1', '0']], 'b1_EX_sheme(e)': [-0.06911593157970952, 5692, 9999, ['0', '1']], 'b1_EX_spmd(e)': [-0.01996628590431826, 5216, 9997, ['0', '1']], 'b1_EX_ttdca(e)': [0.010108369497419698, 4128, 7758, ['1', '0']]}",1.156982147693634,True
395__467,0.03203390268283322,0.04133488261397143,"{'b1_EX_acgam(e)': [-0.07672886564904685, 6101, 9913, ['1', '0']], 'b1_EX_cys_L(e)': [-0.4754240403079726, 9715, 9780, ['0', '1']], 'b1_EX_dcyt(e)': [-0.17181971151046482, 8123, 8150, ['0', '1']], 'b1_EX_fol(e)': [-0.057123929802366136, 5682, 9787, ['1', '0']], 'b1_EX_for(e)': [1.1065838672114616, 1821, 1821, ['1', '0']], 'b1_EX_gua(e)': [-0.089628054888712, 5942, 6247, ['1', '0']], 'b1_EX_lys_L(e)': [0.1374834883164751, 1827, 3331, ['0', '1']], 'b1_EX_nac(e)': [-0.027964977234520627, 5472, 9052, ['1', '0']], 'b1_EX_phe_L(e)': [-0.054066657832548104, 5636, 9030, ['1', '0']], 'b1_EX_pydam(e)': [-0.08180832001029309, 6214, 10020, ['1', '0']], 'b1_EX_pydx(e)': [-0.0777436833207178, 6214, 10009, ['1', '0']], 'b1_EX_pydxn(e)': [-0.030830516041712275, 5429, 10019, ['1', '0']], 'b1_EX_ribflv(e)': [-0.061229332009481385, 5953, 9713, ['1', '0']], 'b1_EX_sheme(e)': [-0.24570130900325954, 7716, 9785, ['1', '0']], 'b1_EX_spmd(e)': [-0.07289100330342801, 5987, 10017, ['1', '0']], 'b1_EX_thm(e)': [-0.11788381623696514, 6812, 10008, ['1', '0']]}",2.208818527062734,True
55__174,,,,,
395__461,0.03470434830315974,0.0,"{'b1_EX_ac(e)': [2.5109454776786357, 888, 1549, ['1', '0']], 'b1_EX_fol(e)': [-0.0025129171110988557, 5043, 10018, ['1', '0']], 'b1_EX_for(e)': [1.6529058905334746, 546, 871, ['0', '1']], 'b1_EX_gthox(e)': [-0.07527423892275581, 6024, 10018, ['0', '1']], 'b1_EX_mqn8(e)': [-0.009894516569039669, 5157, 9381, ['0', '1']], 'b1_EX_nac(e)': [-0.0926437266069027, 6219, 9669, ['0', '1']], 'b1_EX_ocdca(e)': [-0.024469957977149254, 6714, 9788, ['0', '1']], 'b1_EX_orn(e)': [0.25038498883814175, 2905, 5548, ['1', '0']], 'b1_EX_phe_L(e)': [-0.03871154129341803, 5458, 8161, ['0', '1']], 'b1_EX_pydx(e)': [-0.020069602494795613, 5304, 10019, ['0', '1']], 'b1_EX_q8(e)': [-0.07878415054901083, 6171, 10019, ['0', '1']], 'b1_EX_ribflv(e)': [-0.10080123566592697, 6374, 10014, ['0', '1']], 'b1_EX_sheme(e)': [-0.10163579077961321, 6407, 10018, ['0', '1']], 'b1_EX_spmd(e)': [-0.0531685770091411, 5716, 10018, ['0', '1']], 'b1_EX_thm(e)': [-0.09066816580892881, 6433, 10016, ['0', '1']], 'b1_EX_thymd(e)': [0.016643030027773842, 4895, 6841, ['0', '1']], 'b1_EX_val_L(e)': [0.37359050025344054, 1131, 1204, ['0', '1']]}",1.3685341755549112,True
55__192,0.041199036258036593,0.17772096431673173,"{'b1_EX_adocbl(e)': [-0.07370422045784597, 5866, 10000, ['0', '1']], 'b1_EX_cbl1(e)': [-0.12176144942292905, 6419, 10000, ['0', '1']], 'b1_EX_cit(e)': [-0.08881693740321067, 6152, 9986, ['0', '1']], 'b1_EX_cys_L(e)': [0.8813663065582724, 822, 1617, ['0', '1']], 'b1_EX_dad_2(e)': [-0.2181941700025275, 8237, 8255, ['1', '0']], 'b1_EX_dgsn(e)': [-0.13449810465519613, 6845, 9007, ['0', '1']], 'b1_EX_indole(e)': [-0.008477023998075983, 5144, 6704, ['0', '1']], 'b1_EX_nac(e)': [-0.08551781525225494, 5799, 9181, ['0', '1']], 'b1_EX_pydam(e)': [-0.12043364683493218, 6301, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.13518373424345376, 6527, 9997, ['0', '1']], 'b1_EX_pydxn(e)': [-0.14425839946871555, 6687, 9992, ['0', '1']], 'b1_EX_spmd(e)': [-0.13165658103024852, 6465, 9996, ['0', '1']], 'b1_EX_thymd(e)': [0.4763502398343657, 2489, 3937, ['0', '1']]}",2.99741841952006,True
395__456,0.0678260274019275,0.14786228808348356,"{'b1_EX_adocbl(e)': [-0.012840515749343084, 5180, 10020, ['0', '1']], 'b1_EX_cbl1(e)': [-0.04280684346861885, 5603, 10020, ['0', '1']], 'b1_EX_fol(e)': [-0.042665002965313115, 5460, 9966, ['0', '1']], 'b1_EX_gua(e)': [0.18928787140786157, 3291, 4096, ['0', '1']], 'b1_EX_nac(e)': [0.042040228833496895, 4514, 9019, ['1', '0']], 'b1_EX_ocdca(e)': [-0.00981663250321068, 4646, 8886, ['0', '1']], 'b1_EX_orn(e)': [0.20455655526263244, 3168, 6026, ['0', '1']], 'b1_EX_phe_L(e)': [0.19028722893190192, 3503, 5552, ['1', '0']], 'b1_EX_pydam(e)': [-0.023193266640974153, 5334, 10020, ['0', '1']], 'b1_EX_pydx(e)': [-0.03813266556664752, 5557, 10003, ['1', '0']], 'b1_EX_pydxn(e)': [-0.024422032053728893, 5309, 10017, ['0', '1']], 'b1_EX_q8(e)': [-0.1514206511950254, 6991, 9469, ['1', '0']], 'b1_EX_sheme(e)': [-0.07444004203002286, 5407, 9365, ['1', '0']], 'b1_EX_spmd(e)': [-0.022382085799424856, 5251, 10007, ['0', '1']], 'b1_EX_thm(e)': [-0.0025342739259323066, 5026, 10004, ['1', '0']], 'b1_EX_ura(e)': [-0.386181541801662, 7343, 7371, ['0', '1']], 'b1_EX_xyl_D(e)': [-0.004679954246279275, 5372, 10020, ['1', '0']]}",2.239524789651235,True
55__200,0.03767070063006585,0.03214468805754827,"{'b1_EX_cys_L(e)': [0.7375660175080552, 1203, 2171, ['0', '1']], 'b1_EX_met_L(e)': [-0.009650742114405163, 4915, 9277, ['0', '1']], 'b1_EX_nac(e)': [-0.07816317438626025, 5779, 9809, ['0', '1']], 'b1_EX_pydam(e)': [-0.06684205709323388, 5805, 10000, ['0', '1']], 'b1_EX_pydx(e)': [-0.08273853091730854, 6018, 9989, ['0', '1']], 'b1_EX_pydxn(e)': [-0.09004632585795758, 6061, 10000, ['0', '1']]}",1.5923884789148965,True
